0,  4
1,  6
2,  6
3,  2
4,  2
5,  4
6,  3
7,  6
8,  2
9,  4
10,  5
11,  4
12,  4
13,  1
14,  6
15,  4
16,  3
17,  6
18,  2
19,  5
20,  1
21,  3
22,  1
23,  3
24,  6
25,  6
26,  1
27,  4
28,  6
29,  4
30,  5
31,  1
32,  2
33,  4
34,  6
35,  1
36,  5
37,  2
38,  1
39,  6
40,  1
41,  3
42,  6
43,  2
44,  1
45,  2
46,  6
47,  6
48,  4
49,  4
50,  2
51,  5
52,  1
53,  2
54,  3
55,  2
56,  6
57,  2
58,  5
59,  6
60,  3
61,  4
62,  1
63,  3
64,  6
65,  4
66,  1
67,  6
68,  6
69,  1
70,  4
71,  3
72,  3
73,  3
74,  4
75,  6
76,  2
77,  2
78,  3
79,  3
80,  3
81,  6
82,  5
83,  1
84,  6
85,  4
86,  6
87,  3
88,  5
89,  1
90,  5
91,  6
92,  2
93,  4
94,  2
95,  5
96,  6
97,  4
98,  3
99,  2
